Secuencial,Fecha de Análisis,Departamento,Municipio,Cultivo,Estado,Tiempo de establecimiento,Topografia,Drenaje,Riego,Fertilizantes aplicados,pH agua:suelo,Materia organica,Fósforo Bray II,Azufre Fosfato monocalcico,Acidez Intercambiable,Aluminio intercambiable,Calcio intercambiable,Magnesio intercambiable,Potasio intercambiable,Sodio intercambiable,capacidad de intercambio cationico,Conductividad electrica,Hierro disponible olsen,Cobre disponible,Manganeso disponible Olsen,Zinc disponible Olsen,Boro disponible,Hierro disponible doble acido,Cobre disponible doble acido,Manganeso disponible doble acido,Zinc disponible doble  acido,_depto_norm,_cultivo_norm
53.946,10/06/2019,CESAR,PAILITAS,Maíz,No indica,De 0 a 1 año,Plano,Buen drenaje,No Indica,No indica,5.54,0.54,5.64,2.79,,,,0.41,,,0.98,0.15,66.47,,9.33,,0.19,,,,,CESAR,Maíz
54.041,14/06/2019,SUCRE,SAN BENITO,Pasto,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Tiene,No indica,5.02,0.25,,3.99,0.41,0.11,,,0.11,,1.3,0.07,39.84,,,,0.2,,,,,SUCRE,
54.042,14/06/2019,SUCRE,SAN BENITO,Pasto,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Tiene,No indica,4.96,0.25,,9.41,0.99,0.65,0.66,0.29,0.13,,2.14,0.11,47.92,,1.14,,0.1,,,,,SUCRE,
54.046,14/06/2019,CÓRDOBA,LORICA,Maíz,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,"Urea, triple 15",5.41,0.39,,8.13,0.05,0.0,2.49,0.93,0.14,,3.73,0.4,57.65,1.3,5.0,,0.24,,,,,CORDOBA,Maíz
54.189,7/06/2019,MAGDALENA,EL BANCO,Maíz,ESTABLECIDO,De 0 a 1 año,Plano,Buen drenaje,Aspersión,No indica,4.87,0.56,,2.62,1.21,0.71,,,,,1.36,0.08,95.94,,1.22,,0.19,,,,,MAGDALENA,Maíz
54.19,7/06/2019,BOLÍVAR,ARJONA,Papaya,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Aspersión,No indica,6.81,1.85,83.7,8.81,,,12.14,3.9,0.67,0.18,17.06,0.33,90.88,5.11,2.07,2.23,0.45,,,,,BOLIVAR,
54.24,5/06/2019,CESAR,AGUACHICA,Arroz,Por establecer,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,Gravedad,46-0-0,5.35,0.72,23.36,9.65,0.44,0.24,2.9,1.06,0.14,,4.62,0.2,194.43,2.1,12.35,1.35,0.25,,,,,CESAR,Arroz
54.241,5/06/2019,CESAR,AGUACHICA,Arroz,Por establecer,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,Gravedad,46-0-0,5.88,0.97,25.85,10.01,,,5.25,2.33,0.14,0.14,7.86,0.19,286.69,3.36,26.19,,0.23,,,,,CESAR,Arroz
54.336,24/04/2019,MAGDALENA,REMOLINO,Maíz,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Tiene,No indica,6.35,1.34,25.54,371.76,,,13.93,6.41,0.29,15.24,35.87,,121.48,4.01,1.78,3.74,0.53,,,,,MAGDALENA,Maíz
54.485,22/04/2019,BOLÍVAR,MAGANGUÉ,Arroz,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Indica,No indica,6.81,2.66,32.46,33.2,,,10.61,6.49,0.31,0.35,17.76,0.76,207.01,9.92,7.25,1.31,0.54,,,,,BOLIVAR,Arroz
54.486,22/04/2019,BOLÍVAR,MAGANGUÉ,Arroz,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Por Inundación,No indica,6.2,3.2,18.26,13.55,,,20.06,12.76,0.74,0.29,33.85,0.44,42.44,8.3,21.15,2.42,0.51,,,,,BOLIVAR,Arroz
54.511,16/04/2019,MAGDALENA,ZONA BANANERA,Maderable,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,No Tiene,No,6.32,1.43,33.83,4.14,,,5.3,1.71,0.16,,7.24,0.22,63.52,1.45,4.35,,0.23,,,,,MAGDALENA,
54.512,16/04/2019,MAGDALENA,ZONA BANANERA,Maderable,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,No Tiene,No,6.16,2.21,10.03,3.66,,,19.53,7.88,0.18,,27.69,0.34,25.06,,3.12,,0.23,,,,,MAGDALENA,
54.582,16/04/2019,MAGDALENA,REMOLINO,Pasto,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Gravedad,No,6.15,1.03,54.44,345.18,,,6.19,6.48,0.66,1.52,15.24,4.17,135.58,4.73,18.09,5.64,0.44,,,,,MAGDALENA,
54.681,29/04/2019,LA GUAJIRA,EL MOLINO,Pasto,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Indica,No indica,7.2,1.2,40.5,15.26,,,11.65,2.08,0.66,,14.48,0.32,12.78,4.03,3.09,,0.55,,,,,LA GUAJIRA,
54.69,2/05/2019,CESAR,AGUSTÍN CODAZZI,Patilla,No indica,De 0 a 1 año,Plano,Buen drenaje,Gravedad,No indica,6.03,0.27,44.01,4.12,,,1.65,0.4,0.28,,2.39,0.2,79.83,,2.42,4.34,0.2,,,,,CESAR,
54.691,29/04/2019,CESAR,AGUSTÍN CODAZZI,Aji,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Aspersión - Goteo,No indica,6.3,0.78,29.46,139.09,,,7.5,5.08,0.19,4.86,17.63,5.69,49.3,2.69,3.65,,0.29,,,,,CESAR,
54.692,29/04/2019,CESAR,AGUSTÍN CODAZZI,Aji,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Aspersión - Goteo,No indica,7.05,0.92,44.11,193.99,,,7.49,4.16,0.22,4.51,16.38,4.22,28.35,2.16,2.07,,0.71,,,,,CESAR,
54.693,26/04/2019,BOLÍVAR,SANTA ROSA,Yuca,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,No Tiene,No indica,5.93,1.3,,6.63,,,12.56,5.86,0.33,0.21,18.96,0.18,70.97,4.03,3.49,,0.4,,,,,BOLIVAR,Yuca
54.73,3/05/2019,BOLÍVAR,CARTAGENA DE INDIAS,Arroz,Por establecer,De 0 a 1 año,Plano,Mal drenaje,No Tiene,NO,5.51,1.72,36.75,140.85,,,7.36,3.98,0.22,5.06,16.62,9.78,285.26,6.76,13.66,13.58,0.19,,,,,BOLIVAR,Arroz
54.733,15/05/2019,ATLÁNTICO,SABANALARGA,Pasto Estrella,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Tiene,No indica,5.67,0.9,,6.67,,,2.74,1.02,0.12,,4.01,0.22,57.65,,2.01,,0.3,,,,,ATLANTICO,
54.735,6/05/2019,ATLÁNTICO,MANATÍ,Melón,ESTABLECIDO,De 0 a 1 año,Plano,Buen drenaje,Fertirriego,POTASIO-NITROGENO-CALCIO,6.68,0.87,,37.46,,,14.5,5.52,0.25,0.8,21.07,0.68,22.83,4.18,1.6,,0.21,,,,,ATLANTICO,
54.736,3/05/2019,ATLÁNTICO,CAMPO DE LA CRUZ,Hortalizas Varias,Por establecer,De 0 a 1 año,Plano,Regular drenaje,Aspersión,No indica,8.17,1.41,38.03,74.23,,,9.42,4.92,0.27,3.76,18.37,1.51,46.1,4.13,3.29,1.88,0.55,,,,,ATLANTICO,
54.749,3/05/2019,BOLÍVAR,CLEMENCIA,Maderable,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Goteo,Organicos y biologicos,5.74,1.77,14.64,11.02,,,15.18,7.15,0.5,0.2,23.03,0.35,98.31,5.15,3.79,2.54,0.32,,,,,BOLIVAR,
54.75,22/05/2019,BOLÍVAR,EL PEÑÓN,Piña,ESTABLECIDO,de 1 a 5 años,Pendiente moderada,Buen drenaje,No Indica,No indica,5.19,2.22,,3.17,0.12,0.0,2.66,0.52,0.2,0.16,3.66,0.45,78.59,,7.37,,0.09,,,,,BOLIVAR,
54.757,13/05/2019,BOLÍVAR,SAN MARTÍN DE LOBA,Mango,Por establecer,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,No Tiene,No indica,6.12,0.93,,2.75,,,1.9,0.48,,,2.51,0.12,46.51,1.67,4.24,,0.02,,,,,BOLIVAR,
54.758,6/05/2019,MAGDALENA,EL BANCO,Maíz,Por establecer,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,No Tiene,No indica,5.16,1.04,17.39,6.15,0.54,0.32,1.83,0.42,0.17,,3.02,0.19,364.72,,1.61,2.03,0.19,,,,,MAGDALENA,Maíz
54.759,6/05/2019,MAGDALENA,EL BANCO,Pasto,Por establecer,De 0 a 1 año,Plano y ondulado,Buen drenaje,No Indica,No,4.69,1.67,,4.84,5.81,5.32,0.6,0.27,,,6.79,0.1,161.48,,1.46,2.96,0.1,,,,,MAGDALENA,
54.76,3/05/2019,CESAR,AGUACHICA,Arroz,Por establecer,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,Gravedad,46-0-0 0-0-60,6.49,1.43,7.42,7.48,,,9.25,5.09,0.19,0.21,14.74,0.21,166.64,2.06,10.5,,0.15,,,,,CESAR,Arroz
54.767,6/05/2019,LA GUAJIRA,SAN JUAN DEL CESAR,Cannabis,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No Tiene,No,6.65,0.83,21.21,4.52,,,3.48,0.84,0.31,,4.71,0.24,13.31,,5.33,,0.2,,,,,LA GUAJIRA,
54.768,6/05/2019,LA GUAJIRA,SAN JUAN DEL CESAR,Aguacate,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No Tiene,No,6.22,4.11,44.98,19.2,,,13.06,3.77,0.25,0.22,17.3,1.6,163.4,1.65,18.36,1.65,0.6,,,,,LA GUAJIRA,
54.77,4/06/2019,BOLÍVAR,EL PEÑÓN,Piña,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No Tiene,No indica,6.04,1.95,7.03,3.38,,,3.51,0.69,0.24,,4.49,0.34,50.94,1.27,3.37,,0.11,,,,,BOLIVAR,
54.8,2/05/2019,BOLÍVAR,MARÍA LA BAJA,Maíz,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Tiene,No,6.07,1.57,4.46,4.66,,,19.25,8.71,0.46,0.19,28.61,0.3,60.35,9.37,10.41,,0.31,,,,,BOLIVAR,Maíz
55.015,8/08/2019,CESAR,LA PAZ,Cacao,ESTABLECIDO,de 5 a 10 años,Pendiente moderada,Buen drenaje,Goteo,No,6.44,3.22,,2.95,,,11.67,1.27,0.42,,13.42,0.2,87.06,6.9,2.43,9.23,0.3,,,,,CESAR,Cacao
55.016,8/08/2019,CESAR,MANAURE,Cacao,ESTABLECIDO,de 5 a 10 años,Pendiente moderada,Buen drenaje,Goteo,No,6.56,2.27,14.86,2.16,,,7.57,1.48,0.53,,9.66,0.2,53.27,3.84,3.59,2.17,0.3,,,,,CESAR,Cacao
55.017,8/08/2019,CESAR,MANAURE,Cacao,ESTABLECIDO,de 5 a 10 años,Pendiente moderada,Buen drenaje,Goteo,No,6.42,1.15,6.8,2.61,,,4.8,0.78,0.1,,5.74,0.21,33.32,2.11,4.01,,0.19,,,,,CESAR,Cacao
55.046,8/08/2019,CESAR,CURUMANÍ,Melón,ESTABLECIDO,De 0 a 1 año,Plano,Regular drenaje,Goteo,No indica,5.46,0.53,14.22,4.16,0.19,0.0,1.05,0.4,0.25,,1.96,0.18,207.97,,2.13,,0.2,,,,,CESAR,
55.048,8/08/2019,CÓRDOBA,CHINÚ,Maíz,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,No Tiene,No indica,6.12,1.95,125.92,3.82,,,16.56,10.52,0.27,0.43,27.78,0.21,15.87,1.24,3.01,,0.34,,,,,CORDOBA,Maíz
55.053,6/08/2019,CÓRDOBA,PURÍSIMA DE LA CONCEPCIÓN,Yuca,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,No Tiene,"Grisofato, Diuron y cal",6.3,1.23,,4.56,,,21.22,7.73,0.35,0.27,29.57,0.16,30.73,1.81,,,0.25,,,,,CORDOBA,Yuca
55.066,5/08/2019,CÓRDOBA,PLANETA RICA,Pasto Angleton,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Tiene,No indica,5.04,1.5,5.68,6.02,0.98,0.79,1.26,0.42,0.12,,2.85,0.16,376.6,,4.22,,0.19,,,,,CORDOBA,
55.079,6/08/2019,CESAR,SANTA LUCÍA,Batata,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Tiene,No indica,6.24,0.11,20.98,27.24,,,4.12,1.09,0.58,,5.89,0.75,14.46,,,,0.24,,,,,CESAR,
55.116,12/08/2019,CÓRDOBA,MONTERÍA,Pasto,ESTABLECIDO,mas de 10 años,Moderadamente ondulado,Buen drenaje,No Tiene,Triple 15,5.08,0.48,,3.09,0.51,0.3,,,,,0.95,0.1,96.65,,1.56,,0.09,,,,,CORDOBA,
55.173,12/08/2019,CÓRDOBA,TIERRALTA,Pasto,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No Tiene,No indica,5.35,3.67,20.45,9.43,0.5,0.21,3.12,0.69,0.22,,4.62,0.27,101.33,4.03,5.93,3.25,0.07,,,,,CORDOBA,
55.215,29/07/2019,CÓRDOBA,MONTERÍA,Mango,ESTABLECIDO,mas de 10 años,Moderadamente ondulado,Buen drenaje,No Tiene,Foliar potasio,6.66,2.77,10.22,2.36,,,25.21,13.51,1.05,0.27,40.04,0.21,27.72,3.18,1.7,1.03,0.44,,,,,CORDOBA,
55.238,29/07/2019,CÓRDOBA,MONTERÍA,Mango,ESTABLECIDO,mas de 10 años,Moderadamente ondulado,Buen drenaje,No Tiene,Foliar potasio,6.59,2.71,26.99,2.01,,,23.42,13.92,0.74,0.41,38.49,0.16,33.74,2.71,1.71,,0.31,,,,,CORDOBA,
55.239,29/07/2019,CÓRDOBA,MONTERÍA,Mango,ESTABLECIDO,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Manguera,Foliar crecer 500,6.6,3.29,75.93,2.53,,,24.08,13.54,1.01,0.35,38.98,0.2,30.6,2.24,,1.29,0.42,,,,,CORDOBA,
55.24,29/07/2019,CÓRDOBA,MONTERÍA,Limón,ESTABLECIDO,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Manguera,No indica,6.22,2.88,,2.54,,,21.29,12.22,0.61,0.2,34.32,0.18,29.39,1.84,1.13,,0.38,,,,,CORDOBA,
55.249,25/07/2019,ATLÁNTICO,SABANAGRANDE,Melón,ESTABLECIDO,De 0 a 1 año,Plano,Buen drenaje,Aspersión,Ninguno,5.83,0.19,,1.02,,,1.37,0.29,,,1.85,0.26,14.08,,,,0.1,,,,,ATLANTICO,
55.252,25/07/2019,LA GUAJIRA,RIOHACHA,Maíz,No indica,De 0 a 1 año,Plano,Buen drenaje,Aspersión,No indica,6.93,0.64,27.38,1.2,,,9.62,2.93,0.29,0.19,13.03,0.13,61.25,3.94,1.58,,0.25,,,,,LA GUAJIRA,Maíz
55.253,25/07/2019,LA GUAJIRA,RIOHACHA,Maíz,No indica,De 0 a 1 año,Plano,Buen drenaje,No Tiene,No indica,7.32,0.93,33.08,4.26,,,13.31,3.18,0.29,0.92,17.7,0.36,47.39,3.4,1.2,,0.48,,,,,LA GUAJIRA,Maíz
55.271,26/07/2019,CÓRDOBA,CERETÉ,Pasto Pará,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Tiene,No indica,6.39,0.96,8.27,239.09,,,9.11,6.68,0.16,0.86,16.81,2.42,41.89,3.38,1.46,,0.58,,,,,CORDOBA,
55.278,26/07/2019,CÓRDOBA,TIERRALTA,Arroz,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,5.3,1.36,,8.84,1.36,1.09,4.8,2.47,0.18,,8.9,0.14,395.94,6.09,20.64,2.45,0.19,,,,,CORDOBA,Arroz
55.289,1/08/2019,CÓRDOBA,CIÉNAGA DE ORO,Pasto,ESTABLECIDO,de 5 a 10 años,Plano,Regular drenaje,No Tiene,No indica,6.24,3.12,29.77,3.57,,,28.01,8.97,0.92,0.23,38.13,0.17,74.02,2.78,19.59,8.8,0.27,,,,,CORDOBA,
55.298,31/07/2019,ATLÁNTICO,TUBARÁ,Frutales Varios,ESTABLECIDO,De 0 a 1 año,Plano,Regular drenaje,No Tiene,No indica,6.74,1.96,49.3,14.67,,,18.11,4.6,0.63,0.31,23.65,0.35,41.23,1.97,2.1,1.47,0.62,,,,,ATLANTICO,
55.315,2/08/2019,CÓRDOBA,MONTERÍA,Maracuyá,ESTABLECIDO,De 0 a 1 año,Plano,Buen drenaje,No Indica,No indica,4.47,3.86,12.6,137.89,4.26,3.86,5.12,5.86,0.49,0.38,16.11,1.01,883.58,12.12,16.58,5.41,0.3,,,,,CORDOBA,
55.318,2/08/2019,CÓRDOBA,MONTERÍA,Marañón,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Goteo,No indica,6.76,0.21,,2.15,,,9.56,7.84,0.11,0.28,17.79,0.07,10.63,,1.47,,0.08,,,,,CORDOBA,
55.319,2/08/2019,CÓRDOBA,MONTERÍA,Marañón,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Goteo,No indica,6.09,0.92,,8.13,,,15.23,9.5,0.23,0.25,25.21,0.11,32.82,1.72,1.25,,0.12,,,,,CORDOBA,
55.332,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 1 a 5 años,Ondulado y Pendiente,Buen drenaje,No Tiene,No indica,6.55,1.21,4.46,2.76,,,12.84,6.12,0.35,0.16,19.47,0.21,40.04,1.82,2.51,,0.34,,,,,CORDOBA,Plátano
55.334,31/07/2019,BOLÍVAR,MAHATES,Aji,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,No Tiene,NO,5.58,2.12,4.55,9.54,,,7.79,5.64,0.45,0.14,14.02,0.29,86.29,2.66,21.85,1.05,0.26,,,,,BOLIVAR,
55.342,29/07/2019,LA GUAJIRA,RIOHACHA,Plátano,No indica,De 0 a 1 año,Plano,Regular drenaje,No Tiene,NO,6.89,2.91,,88.59,,,19.73,4.01,1.15,0.3,25.19,1.94,86.86,1.24,28.8,2.17,,,,,,LA GUAJIRA,Plátano
55.379,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,mas de 10 años,Plano y pendiente,Buen drenaje,No Tiene,No indica,6.57,0.76,4.44,2.42,,,14.54,4.03,0.27,0.19,19.03,0.14,27.68,1.07,3.0,,0.14,,,,,CORDOBA,Plátano
55.38,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,mas de 10 años,Ondulado y Pendiente,Buen drenaje,No Tiene,No indica,6.84,0.84,13.23,2.28,,,7.07,2.48,0.16,,9.8,0.14,23.66,1.03,2.5,,0.32,,,,,CORDOBA,Plátano
55.381,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 5 a 10 años,Plano,No indica,No Tiene,No indica,6.8,0.55,10.26,1.99,,,7.82,2.69,0.3,,10.91,0.13,25.93,1.28,1.78,,0.2,,,,,CORDOBA,Plátano
55.39,26/08/2019,SUCRE,GALERAS,Mango,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Indica,No indica,6.01,0.54,,1.51,,,0.97,0.36,,,1.48,0.08,35.18,,3.3,,0.13,,,,,SUCRE,
55.391,26/08/2019,SUCRE,BETULIA,Pasto,No indica,De 0 a 1 año,Plano y ondulado,Buen drenaje,No Indica,No indica,5.99,1.82,,2.05,,,31.22,14.35,0.63,0.26,46.46,0.36,16.73,1.33,2.45,,0.21,,,,,SUCRE,
55.398,26/08/2019,SUCRE,BETULIA,Pasto,ESTABLECIDO,mas de 10 años,Plano,Buen drenaje,No Indica,No indica,6.78,1.68,,1.26,,,31.82,7.77,0.36,0.18,40.13,0.49,21.69,,1.32,,0.31,,,,,SUCRE,
55.409,27/08/2019,ATLÁNTICO,MANATÍ,Pasto,Por establecer,De 0 a 1 año,Pendiente leve,Regular drenaje,No Tiene,No indica,6.53,1.06,49.53,,,,44.59,9.6,0.62,1.47,56.28,,50.99,1.28,3.92,,0.95,,,,,ATLANTICO,
55.431,23/08/2019,CÓRDOBA,SAN JOSÉ DE URÉ,Sacha Inchi,No indica,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,No Tiene,No,5.1,1.55,,5.76,6.38,5.17,1.33,1.08,0.09,0.14,9.02,0.08,70.89,3.09,,,0.03,,,,,CORDOBA,
55.47,23/08/2019,CESAR,LA JAGUA DE IBIRICO,Cilantro,Por establecer,De 0 a 1 año,Plano,Regular drenaje,Goteo,No indica,6.11,0.9,10.42,4.37,,,4.78,0.82,0.09,,5.8,0.29,31.21,1.18,2.16,,0.03,,,,,CESAR,
55.476,2/09/2019,BOLÍVAR,EL PEÑÓN,Maíz,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Indica,No indica,5.82,1.14,33.95,21.3,,,10.08,2.88,0.25,0.27,13.48,0.39,216.07,4.93,3.06,8.19,0.13,,,,,BOLIVAR,Maíz
55.477,2/09/2019,ATLÁNTICO,PALMAR DE VARELA,Maíz,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Tiene,NO,5.91,1.46,6.04,22.82,,,7.55,5.6,0.42,1.41,14.98,0.44,159.11,1.32,5.68,2.44,0.47,,,,,ATLANTICO,Maíz
55.48,30/08/2019,BOLÍVAR,CALAMAR,Cannabis,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Tiene,NO,6.44,2.68,,7.2,,,22.19,10.1,0.34,0.44,33.07,0.15,19.6,1.82,4.66,1.1,0.39,,,,,BOLIVAR,
55.485,30/08/2019,MAGDALENA,SITIONUEVO,Yuca,ESTABLECIDO,De 0 a 1 año,Plano,Regular drenaje,Gravedad,No indica,5.8,1.92,33.89,93.67,,,15.28,14.49,0.73,10.54,41.04,,67.51,4.24,3.77,9.12,1.13,,,,,MAGDALENA,Yuca
55.49,29/08/2019,CESAR,RÍO DE ORO,Tomate,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Aspersión,Agrocafe-Triple 15-Urea-Gallinaza-Compostada,7.07,0.66,63.54,8.65,,,10.1,9.13,0.17,0.43,19.83,0.41,22.97,2.93,3.43,2.56,0.53,,,,,CESAR,
55.493,29/08/2019,CESAR,RÍO DE ORO,Cilantro,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Aspersión,Gallinaza-Triple 15-Asrocafe,6.06,1.34,8.18,2.8,,,6.83,3.95,0.16,0.16,11.1,0.12,25.41,,5.96,,0.1,,,,,CESAR,
55.507,29/08/2019,CESAR,RÍO DE ORO,Limón,ESTABLECIDO,de 1 a 5 años,Plano,Buen drenaje,No Tiene,Urea,6.19,0.81,,1.92,,,3.65,0.45,,0.17,4.3,0.12,39.87,,10.34,,0.2,,,,,CESAR,
55.513,2/09/2019,LA GUAJIRA,RIOHACHA,Maíz,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Aspersión - Goteo,No indica,7.51,1.39,93.07,53.46,,,28.66,3.01,0.54,1.64,33.85,2.61,23.22,3.78,6.6,,0.83,,,,,LA GUAJIRA,Maíz
55.514,2/09/2019,CÓRDOBA,MONTERÍA,Maíz,Por establecer,De 0 a 1 año,Moderadamente ondulado,Regular drenaje,No Tiene,NO,6.21,0.81,,7.11,,,4.81,4.31,0.26,0.29,9.67,0.13,57.57,2.3,2.76,,0.15,,,,,CORDOBA,Maíz
55.53,28/08/2019,CESAR,CURUMANÍ,Pasto,ESTABLECIDO,de 1 a 5 años,No indica,Buen drenaje,No Tiene,Potredon,5.33,0.73,,3.06,0.38,0.21,,0.2,0.22,,1.43,0.2,164.76,,3.16,,0.24,,,,,CESAR,
55.545,29/08/2019,CESAR,RÍO DE ORO,Mango,ESTABLECIDO,de 1 a 5 años,Plano,Buen drenaje,No Tiene,Triple 15-Urea-Sulfato de magnesio-Boro 5,5.99,0.86,6.67,2.35,,,2.09,0.43,0.13,,2.75,0.11,51.14,,13.63,,0.09,,,,,CESAR,
55.547,29/08/2019,CESAR,RÍO DE ORO,Pimentón,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Aspersión,Agrocafe-Triple 15-Urea-Gallinaza-Compostada,6.7,1.22,27.08,24.39,,,11.75,4.55,0.55,0.33,17.18,0.58,56.79,5.46,3.44,4.52,0.66,,,,,CESAR,
55.55,29/08/2019,CESAR,RÍO DE ORO,Cebolla de Rama,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Aspersión,Pollinaza-Triple 15-Urea,6.47,0.83,21.47,7.22,,,16.08,7.36,0.09,0.17,23.7,0.22,22.74,,1.32,,0.24,,,,,CESAR,
55.552,29/08/2019,CESAR,RÍO DE ORO,Aji,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Aspersión,Sulfato de amonio-Gallinaza-Triple 15,6.2,1.6,7.19,3.13,,,14.42,8.96,0.14,0.21,23.73,0.15,31.1,,6.62,,0.05,,,,,CESAR,
55.553,29/08/2019,CESAR,RÍO DE ORO,Pimentón,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Aspersión,Urea-Pollinaza-Triple 15,6.34,1.77,21.65,12.05,,,7.94,4.64,0.19,0.2,12.97,0.24,61.49,2.72,5.13,3.13,0.37,,,,,CESAR,
55.555,29/08/2019,CESAR,RÍO DE ORO,Cebollín,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Aspersión,Agrocafe-Triple 15-Urea-Pollinaza,6.54,1.61,12.83,6.01,,,11.04,8.29,0.18,0.29,19.8,0.3,47.9,1.75,6.88,2.43,0.32,,,,,CESAR,
55.558,29/08/2019,CESAR,RÍO DE ORO,Tomate,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Aspersión,Urea-Triple 15,6.44,1.51,18.4,13.28,,,11.04,5.36,0.15,0.19,16.74,0.28,45.52,2.88,10.29,3.26,0.34,,,,,CESAR,
55.58,15/08/2019,CESAR,AGUACHICA,Mango,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Tiene,No indica,6.67,0.2,,2.97,,,1.1,0.29,0.12,,1.59,0.08,128.87,,2.94,,0.12,,,,,CESAR,
55.582,15/08/2019,BOLÍVAR,CARTAGENA DE INDIAS,Cítricos,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,Lorsban/Gramafin/Panzer,7.87,0.89,,5.58,,,29.26,1.04,0.16,,30.56,0.73,7.75,,1.24,1.25,0.72,,,,,BOLIVAR,
55.589,15/08/2019,CÓRDOBA,PUERTO ESCONDIDO,Plátano,ESTABLECIDO,de 1 a 5 años,Pendiente moderada,Buen drenaje,No Tiene,No indica,7.52,0.75,15.47,7.46,,,16.65,10.68,0.45,0.41,28.19,0.31,18.28,1.57,1.01,,0.56,,,,,CORDOBA,Plátano
55.591,16/08/2019,CESAR,SAN DIEGO,Pasto Guinea,Por establecer,De 0 a 1 año,Plano,Regular drenaje,Aspersión,No indica,6.73,1.0,45.45,8.75,,,9.77,2.84,0.41,0.15,13.17,0.47,24.38,2.67,3.22,,0.49,,,,,CESAR,
55.596,20/08/2019,CESAR,SAN DIEGO,Maíz,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Indica,No indica,6.76,1.45,224.52,14.46,,,11.26,3.13,0.72,0.14,15.25,0.55,41.25,3.81,3.45,5.73,0.81,,,,,CESAR,Maíz
55.599,20/08/2019,BOLÍVAR,SANTA ROSA,Melón,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Tiene,Ninguno,6.34,2.83,32.16,5.19,,,29.93,9.57,0.99,0.42,40.91,0.22,85.65,6.24,2.6,3.6,0.37,,,,,BOLIVAR,
