Secuencial,Fecha de Análisis,Departamento,Municipio,Cultivo,Estado,Tiempo de establecimiento,Topografia,Drenaje,Riego,Fertilizantes aplicados,pH agua:suelo,Materia organica,Fósforo Bray II,Azufre Fosfato monocalcico,Acidez Intercambiable,Aluminio intercambiable,Calcio intercambiable,Magnesio intercambiable,Potasio intercambiable,Sodio intercambiable,capacidad de intercambio cationico,Conductividad electrica,Hierro disponible olsen,Cobre disponible,Manganeso disponible Olsen,Zinc disponible Olsen,Boro disponible,Hierro disponible doble acido,Cobre disponible doble acido,Manganeso disponible doble acido,Zinc disponible doble  acido,_depto_norm,_cultivo_norm
91.303,30/07/2025,MAGDALENA,SANTA MARTA,Aguacate,ESTABLECIDO,de 1 a 5 años,Pendiente moderada,Buen drenaje,No indica,15-4-23-4,6.18,2.29,2.34,4.95,,,6.95,3.41,0.15,,10.58,0.18,38.89,,3.18,1.11,0.22,,,,,MAGDALENA,
91.304,30/07/2025,MAGDALENA,SANTA MARTA,Cacao,ESTABLECIDO,de 5 a 10 años,Pendiente moderada,Buen drenaje,No indica,NPK Y 15-4-23-4,6.11,1.67,2.24,2.9,,,7.02,2.63,0.14,,9.85,0.13,29.0,,2.89,,0.08,,,,,MAGDALENA,Cacao
91.305,30/07/2025,MAGDALENA,NUEVA GRANADA,Forestales,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,5.72,3.45,12.32,12.74,,,8.16,5.22,0.47,0.44,14.29,0.47,129.02,1.36,28.05,2.59,0.43,,,,,MAGDALENA,
91.339,31/07/2025,SUCRE,COLOSO,Cacao,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,6.7,2.19,1.35,2.11,,,12.1,2.78,0.13,,15.12,0.1,25.75,1.81,3.66,,0.28,,,,,SUCRE,Cacao
91.34,31/07/2025,SUCRE,COLOSO,Cacao,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,5.94,1.53,1.57,2.24,,,6.43,1.51,,,8.1,0.07,27.47,,9.63,,0.16,,,,,SUCRE,Cacao
91.341,31/07/2025,SUCRE,CHALÁN,Aguacate,ESTABLECIDO,de 1 a 5 años,Ligeramente ondulado,Buen drenaje,No indica,No indica,8.12,2.5,,3.61,,,32.51,2.07,0.54,,35.19,0.49,13.14,1.26,1.96,,0.82,,,,,SUCRE,
91.342,31/07/2025,SUCRE,TOLÚ VIEJO,Cacao,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,7.25,1.88,9.71,2.27,,,19.18,5.03,0.25,,24.56,0.21,15.5,1.92,5.3,,0.37,,,,,SUCRE,Cacao
91.343,31/07/2025,SUCRE,COLOSO,Cacao,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,6.55,2.31,1.9,2.77,,,27.38,6.92,0.49,0.18,34.97,0.16,19.47,1.98,4.84,,0.42,,,,,SUCRE,Cacao
91.344,31/07/2025,SUCRE,COLOSO,Cacao,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,7.85,2.16,6.02,3.76,,,24.77,1.57,0.19,,26.6,0.26,23.42,2.9,1.95,,0.35,,,,,SUCRE,Cacao
91.345,31/07/2025,SUCRE,CHALÁN,Cacao,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,7.14,2.47,9.62,4.29,,,27.19,4.47,0.43,,32.19,0.18,29.69,3.07,2.57,1.11,0.42,,,,,SUCRE,Cacao
91.365,24/07/2025,CÓRDOBA,MONTERÍA,Pasto,ESTABLECIDO,mas de 10 años,Plano,Buen drenaje,No indica,NPK,5.54,1.57,3.59,2.43,,,1.2,0.44,,,1.75,0.1,71.82,,4.27,,0.17,,,,,CORDOBA,
91.373,24/07/2025,CÓRDOBA,CHINÚ,Pasto,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,6.03,2.95,2.22,3.81,,,22.01,8.64,0.28,0.28,31.21,0.18,26.45,,4.84,,0.32,,,,,CORDOBA,
91.391,23/07/2025,CÓRDOBA,CHINÚ,Pasto,Por establecer,De 0 a 1 año,Plano y ondulado,Buen drenaje,No indica,No indica,6.27,3.22,5.48,2.91,,,24.73,6.64,0.26,,31.75,0.13,20.21,,1.73,1.21,0.42,,,,,CORDOBA,
91.393,23/07/2025,CESAR,CURUMANÍ,Pasto,ESTABLECIDO,de 1 a 5 años,Pendiente moderada,Buen drenaje,No indica,No indica,5.21,2.83,3.14,1.21,2.95,2.41,2.07,0.4,0.23,,5.73,0.07,,,,,0.2,,,,,CESAR,
91.413,29/07/2025,CÓRDOBA,MONTERÍA,Pasto,No indica,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,8.63,0.57,,12.19,,,46.8,1.84,,0.14,48.82,0.6,40.1,1.56,3.81,,0.07,,,,,CORDOBA,
91.415,29/07/2025,CESAR,MANAURE BALCÓN DEL CESAR,Cacao,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,7.46,3.83,8.91,1.12,,,31.7,2.81,0.77,,35.37,0.75,31.17,,7.8,,0.09,,,,,CESAR,Cacao
91.421,29/07/2025,LA GUAJIRA,VILLANUEVA,Maíz,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,7.21,3.24,6.27,6.25,,,12.28,2.17,0.27,0.15,14.87,0.29,27.98,1.59,,1.02,0.2,,,,,LA GUAJIRA,Maíz
91.438,29/07/2025,CÓRDOBA,MONTERÍA,Pasto,No indica,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,5.46,4.02,21.15,18.49,0.45,0.28,2.32,1.91,0.74,0.28,5.7,0.9,471.44,1.73,23.07,4.75,0.75,,,,,CORDOBA,
91.451,14/02/2025,CESAR,VALLEDUPAR,Cítricos,ESTABLECIDO,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,7.28,1.16,12.23,7.09,,,8.33,2.35,0.39,0.17,11.24,0.18,14.43,,6.26,,0.33,,,,,CESAR,
91.453,17/02/2025,CÓRDOBA,TIERRALTA,Cacao,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,5.21,1.31,2.87,5.9,2.63,2.36,3.1,2.08,0.17,,8.09,0.08,96.86,1.84,11.78,,0.17,,,,,CORDOBA,Cacao
91.537,11/02/2025,LA GUAJIRA,VILLANUEVA,Maíz,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,6.64,4.88,9.1,7.08,,,15.1,3.06,0.36,0.25,18.77,0.21,41.31,1.5,2.44,,0.26,,,,,LA GUAJIRA,Maíz
91.538,5/02/2025,LA GUAJIRA,VILLANUEVA,Maíz,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Manguera,No indica,6.94,4.4,4.01,6.07,,,11.21,3.13,0.36,0.19,14.89,0.19,19.03,1.36,1.8,,0.2,,,,,LA GUAJIRA,Maíz
91.544,5/02/2025,BOLÍVAR,SAN JUAN NEPOMUCENO,Pasto,No indica,De 0 a 1 año,Pendiente leve,Buen drenaje,No Tiene,No indica,6.88,1.72,7.45,5.05,,,14.25,2.58,0.19,0.14,17.16,0.21,13.58,1.5,4.27,,0.35,,,,,BOLIVAR,
91.55,6/02/2025,CESAR,CHIMICHAGUA,Patilla,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,5.55,0.95,3.56,2.27,,,0.8,0.3,,,1.21,0.07,,,,,0.1,,,,,CESAR,
91.551,6/02/2025,CESAR,VALLEDUPAR,Pasto,ESTABLECIDO,De 0 a 1 año,Plano,Regular drenaje,Aspersión,No indica,9.06,1.19,,,,,18.46,3.1,0.23,5.59,27.38,,13.28,1.64,2.08,,0.63,,,,,CESAR,
91.557,6/02/2025,CÓRDOBA,LOS CÓRDOBAS,Cacao,ESTABLECIDO,de 1 a 5 años,Plano,Buen drenaje,No indica,No indica,6.43,1.71,18.76,1.94,,,28.33,7.09,0.61,0.25,36.28,0.15,34.08,4.03,1.13,,0.65,,,,,CORDOBA,Cacao
91.558,5/02/2025,CÓRDOBA,LOS CÓRDOBAS,Cacao,ESTABLECIDO,de 1 a 5 años,Plano,Muy buen drenaje,No indica,No indica,6.62,1.31,10.27,2.32,,,18.27,5.83,0.42,0.22,24.74,0.12,53.94,3.57,1.2,,0.46,,,,,CORDOBA,Cacao
91.569,5/02/2025,SUCRE,SAMPUÉS,Caña Panelera,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,7.93,1.48,19.17,3.58,,,41.15,6.45,0.37,,48.05,0.33,5.56,,,,0.29,,,,,SUCRE,
91.57,5/02/2025,SUCRE,SAMPUÉS,Caña Panelera,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,6.74,2.05,4.25,3.73,,,29.01,8.09,0.29,,37.52,0.12,7.33,,1.71,,0.35,,,,,SUCRE,
91.578,5/02/2025,CÓRDOBA,CERETÉ,Maíz,Por establecer,De 0 a 1 año,Plano y pendiente,Buen drenaje,No indica,No indica,7.15,0.86,9.36,51.81,,,9.37,7.71,0.21,0.34,17.63,0.52,26.21,3.0,1.73,,0.3,,,,,CORDOBA,Maíz
91.579,12/02/2025,CÓRDOBA,CERETÉ,Maíz,Por establecer,De 0 a 1 año,Plano y pendiente,Buen drenaje,No indica,No indica,7.32,1.24,11.4,11.59,,,10.31,7.66,0.38,,18.45,0.2,31.26,4.35,2.01,,0.34,,,,,CORDOBA,Maíz
91.592,11/02/2025,BOLÍVAR,MAGANGUÉ,Forestales,Por establecer,De 0 a 1 año,Ligeramente ondulado,Regular drenaje,No indica,No indica,5.47,0.74,,2.88,1.21,1.1,1.26,0.32,,,2.91,0.04,53.19,,5.06,,0.22,,,,,BOLIVAR,
91.593,11/02/2025,BOLÍVAR,MAGANGUÉ,Forestales,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,5.36,0.69,,2.87,0.44,0.35,0.42,0.2,,,1.14,0.04,44.81,,6.66,,0.3,,,,,BOLIVAR,
91.594,11/02/2025,BOLÍVAR,MAGANGUÉ,Forestales,Por establecer,De 0 a 1 año,Ligeramente ondulado,Regular drenaje,No indica,No indica,5.59,0.69,,2.45,,,1.75,0.67,,,2.5,0.04,59.21,1.41,6.13,,0.24,,,,,BOLIVAR,
91.595,11/02/2025,BOLÍVAR,MAGANGUÉ,Forestales,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,6.22,3.38,5.75,,,,4.84,1.81,0.53,,7.24,,68.73,,3.35,2.15,0.36,,,,,BOLIVAR,
91.596,11/02/2025,BOLÍVAR,MAGANGUÉ,Forestales,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,5.96,0.53,3.34,3.61,,,1.17,0.36,,,1.67,0.05,37.04,,5.83,,0.26,,,,,BOLIVAR,
91.597,11/02/2025,BOLÍVAR,MAGANGUÉ,Forestales,Por establecer,De 0 a 1 año,Ligeramente ondulado,Regular drenaje,No indica,No indica,5.2,0.74,1.4,2.29,0.92,0.79,0.7,0.26,,,1.94,0.04,63.73,1.01,4.31,,0.18,,,,,BOLIVAR,
91.598,11/02/2025,BOLÍVAR,MAGANGUÉ,Forestales,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,5.21,1.02,,2.87,0.55,0.4,0.5,0.31,,,1.4,0.06,55.23,,8.91,,0.28,,,,,BOLIVAR,
91.599,11/02/2025,BOLÍVAR,MAGANGUÉ,Forestales,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,5.33,1.14,1.59,2.87,0.33,0.22,0.25,0.1,,,0.73,0.05,69.42,,1.31,,0.36,,,,,BOLIVAR,
91.6,7/02/2025,BOLÍVAR,MAGANGUÉ,Forestales,Por establecer,De 0 a 1 año,Ligeramente ondulado,Regular drenaje,No indica,No indica,5.44,1.02,,5.08,0.35,0.26,1.85,0.94,,,3.21,0.04,57.68,,17.78,,0.3,,,,,BOLIVAR,
91.601,11/02/2025,BOLÍVAR,MAGANGUÉ,Forestales,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,4.93,0.53,,6.22,0.58,0.5,0.26,0.11,,,0.97,0.04,25.4,,1.27,,0.44,,,,,BOLIVAR,
91.605,10/02/2025,CESAR,CURUMANÍ,Cacao,ESTABLECIDO,mas de 10 años,Plano,Buen drenaje,No indica,No indica,6.0,0.91,7.75,2.41,,,4.87,1.43,0.1,,6.49,0.1,69.33,1.57,8.01,1.22,0.15,,,,,CESAR,Cacao
91.634,7/03/2025,BOLÍVAR,MAGANGUÉ,Maíz,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,6.17,1.36,3.68,1.06,,,11.43,4.09,0.17,0.34,16.03,0.1,73.79,1.38,6.75,,0.11,,,,,BOLIVAR,Maíz
91.647,5/03/2025,BOLÍVAR,SAN JUAN NEPOMUCENO,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,6.46,1.4,1.37,2.56,,,20.14,11.48,0.16,0.22,32.0,0.1,10.79,1.83,1.74,,0.18,,,,,BOLIVAR,Ñame
91.648,5/03/2025,BOLÍVAR,SAN JUAN NEPOMUCENO,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,6.39,1.31,1.49,2.26,,,16.64,11.84,0.17,0.2,28.85,0.11,15.48,1.96,2.78,,0.22,,,,,BOLIVAR,Ñame
91.649,5/03/2025,BOLÍVAR,SAN JUAN NEPOMUCENO,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,6.24,1.52,,,,,18.81,15.69,0.18,0.35,35.03,0.16,22.96,2.16,3.09,,0.12,,,,,BOLIVAR,Ñame
91.658,7/03/2025,LA GUAJIRA,HATONUEVO,Pasto Buffel,ESTABLECIDO,De 0 a 1 año,Plano y ondulado,No indica,No indica,No indica,8.24,0.53,77.35,198.62,,,31.65,7.9,0.41,4.07,44.03,4.2,5.14,1.18,2.23,,1.58,,,,,LA GUAJIRA,
91.659,7/03/2025,LA GUAJIRA,HATONUEVO,Pasto Buffel,ESTABLECIDO,De 0 a 1 año,Plano y ondulado,No indica,No indica,No indica,8.4,0.53,25.97,198.17,,,33.34,6.52,0.29,5.1,45.25,3.78,6.41,,2.1,,1.07,,,,,LA GUAJIRA,
91.66,7/03/2025,LA GUAJIRA,HATONUEVO,Pasto Buffel,ESTABLECIDO,De 0 a 1 año,Plano y ondulado,No indica,No indica,No indica,8.2,0.5,68.89,225.72,,,32.13,8.52,0.41,5.43,46.49,5.09,8.36,1.38,2.28,,1.46,,,,,LA GUAJIRA,
91.661,7/03/2025,LA GUAJIRA,BARRANCAS,Pasto Buffel,ESTABLECIDO,De 0 a 1 año,Plano y ondulado,No indica,No indica,No indica,8.14,0.57,42.25,180.2,,,33.01,3.86,0.38,2.92,40.17,2.43,10.97,1.82,5.58,,1.07,,,,,LA GUAJIRA,
91.662,7/03/2025,LA GUAJIRA,BARRANCAS,Pasto Buffel,ESTABLECIDO,De 0 a 1 año,Plano y ondulado,No indica,No indica,No indica,8.18,0.66,36.47,140.37,,,32.11,4.01,0.34,2.03,38.49,1.82,,,,,0.73,,,,,LA GUAJIRA,
91.663,6/03/2025,LA GUAJIRA,BARRANCAS,Pasto Buffel,ESTABLECIDO,De 0 a 1 año,Plano y ondulado,No indica,No indica,No indica,8.2,0.6,53.12,229.06,,,32.09,3.85,0.42,3.18,39.54,2.72,9.35,1.76,2.8,,0.91,,,,,LA GUAJIRA,
91.664,5/03/2025,BOLÍVAR,SAN JUAN NEPOMUCENO,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,6.71,2.4,4.34,3.15,,,18.86,7.72,0.23,0.16,26.97,0.14,24.56,2.41,2.06,,0.24,,,,,BOLIVAR,Ñame
91.665,10/03/2025,LA GUAJIRA,BARRANCAS,Pasto Buffel,ESTABLECIDO,De 0 a 1 año,Plano y ondulado,No indica,No indica,No indica,8.29,0.74,35.91,168.03,,,32.08,5.82,0.38,4.56,42.84,3.39,8.28,1.93,9.5,,1.48,,,,,LA GUAJIRA,
91.682,10/03/2025,CESAR,PUEBLO BELLO,Pasto,Por establecer,De 0 a 1 año,Plano y ondulado,Buen drenaje,No indica,No indica,7.02,4.47,26.17,2.21,,,9.15,2.05,0.43,,11.73,0.2,22.71,,3.1,1.13,0.32,,,,,CESAR,
91.684,10/03/2025,LA GUAJIRA,RIOHACHA,Plátano,ESTABLECIDO,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,6.54,1.6,37.59,3.39,,,7.6,2.74,0.2,0.16,10.7,0.12,115.77,2.66,2.68,,0.2,,,,,LA GUAJIRA,Plátano
91.686,10/03/2025,LA GUAJIRA,BARRANCAS,Pasto Buffel,ESTABLECIDO,De 0 a 1 año,Plano y ondulado,No indica,No indica,No indica,8.2,0.74,40.4,181.59,,,28.91,6.18,0.38,4.1,39.57,3.53,10.88,2.2,9.3,,1.28,,,,,LA GUAJIRA,
91.687,10/03/2025,LA GUAJIRA,BARRANCAS,Pasto Buffel,ESTABLECIDO,De 0 a 1 año,Plano y ondulado,No indica,No indica,No indica,8.38,0.74,44.07,79.67,,,39.55,6.07,0.39,1.12,47.13,1.65,5.17,1.94,2.11,,0.38,,,,,LA GUAJIRA,
91.688,10/03/2025,LA GUAJIRA,BARRANCAS,Pasto Buffel,ESTABLECIDO,De 0 a 1 año,Plano y ondulado,No indica,No indica,No indica,8.38,0.78,59.44,81.74,,,37.27,6.02,0.37,1.09,44.75,1.49,,,,,0.42,,,,,LA GUAJIRA,
91.71,5/03/2025,LA GUAJIRA,BARRANCAS,Pasto Buffel,ESTABLECIDO,De 0 a 1 año,Plano y ondulado,No indica,No indica,No indica,8.24,0.78,55.36,164.08,,,39.64,6.96,0.39,1.23,48.22,2.77,5.7,1.74,1.92,,0.38,,,,,LA GUAJIRA,
91.715,27/02/2025,BOLÍVAR,EL CARMEN DE BOLÍVAR,Maíz,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,6.5,2.17,5.3,5.89,,,33.84,4.09,0.39,,38.44,0.16,23.55,3.27,2.89,,0.35,,,,,BOLIVAR,Maíz
91.716,27/02/2025,BOLÍVAR,EL CARMEN DE BOLÍVAR,Maíz,Por establecer,De 0 a 1 año,Pendiente leve,Buen drenaje,No indica,No indica,6.63,3.31,2.76,6.65,,,29.74,3.85,0.56,,34.22,0.2,33.46,3.54,2.02,1.27,0.51,,,,,BOLIVAR,Maíz
91.727,27/02/2025,LA GUAJIRA,MAICAO,Patilla,ESTABLECIDO,de 1 a 5 años,Plano,Buen drenaje,Goteo,No indica,6.09,0.48,18.52,3.35,,,5.35,1.7,0.31,,7.42,0.08,28.4,1.47,2.86,3.58,0.08,,,,,LA GUAJIRA,
91.765,5/03/2025,MAGDALENA,SANTA MARTA,Banano,ESTABLECIDO,De 0 a 1 año,Plano,Buen drenaje,Aspersión,NO,5.91,1.52,98.38,99.76,,,11.45,4.03,1.62,0.47,17.57,3.73,,,,,0.84,,,,,MAGDALENA,
91.792,28/02/2025,MAGDALENA,ARIGUANÍ,Pasto,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No Tiene,No indica,5.49,1.53,8.67,17.4,0.66,0.39,11.05,8.18,0.43,0.51,20.83,0.18,94.22,2.97,20.33,6.0,0.16,,,,,MAGDALENA,
91.81,15/01/2025,CÓRDOBA,MONTERÍA,Plátano,ESTABLECIDO,De 0 a 1 año,Plano,Buen drenaje,No Indica,No indica,6.2,0.79,3.05,9.41,,,6.17,8.78,0.18,0.2,15.33,0.15,28.72,2.7,6.62,,0.31,,,,,CORDOBA,Plátano
91.812,15/01/2025,CÓRDOBA,LOS CÓRDOBAS,Cacao,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No Tiene,No indica,5.95,2.74,5.09,4.55,,,12.59,12.4,0.65,0.27,25.91,0.21,84.89,3.2,3.3,4.14,0.48,,,,,CORDOBA,Cacao
91.835,10/01/2025,CESAR,LA PAZ,Cacao,ESTABLECIDO,de 5 a 10 años,Pendiente moderada,Buen drenaje,No Indica,No indica,7.76,1.64,32.31,23.66,,,6.58,2.35,0.29,0.3,9.52,0.74,19.0,1.35,7.23,,0.17,,,,,CESAR,Cacao
91.836,10/01/2025,CESAR,AGUACHICA,Pasto,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Aspersión,No indica,6.15,2.76,6.28,1.8,,,5.09,0.96,0.17,,6.3,0.12,56.56,1.29,6.34,1.35,0.05,,,,,CESAR,
91.837,10/01/2025,CÓRDOBA,LORICA,Ahuyama,No indica,De 0 a 1 año,No indica,No indica,No indica,No indica,6.6,3.95,39.5,38.15,,,13.43,8.89,1.12,0.54,23.98,0.94,146.87,6.53,3.83,1.71,0.9,,,,,CORDOBA,
91.912,2/01/2025,BOLÍVAR,SAN JACINTO,Ñame,ESTABLECIDO,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,15 15 15,6.36,2.05,2.52,9.83,,,34.11,3.38,0.59,0.24,38.32,0.2,10.93,4.99,,,0.62,,,,,BOLIVAR,Ñame
91.913,2/01/2025,BOLÍVAR,SAN JACINTO,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,15 15 15,7.6,2.28,10.45,1.67,,,25.96,7.55,1.16,0.16,34.83,0.21,7.74,3.83,,,,,,,,BOLIVAR,Ñame
91.914,2/01/2025,BOLÍVAR,SAN JACINTO,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,15 15 15,7.22,2.76,8.85,1.86,,,24.97,5.33,0.43,0.14,30.87,0.18,14.48,3.32,,,0.68,,,,,BOLIVAR,Ñame
91.915,2/01/2025,BOLÍVAR,SAN JACINTO,Ñame,ESTABLECIDO,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,15 15 15,5.92,2.17,6.38,20.2,,,22.42,7.25,0.93,0.4,31.0,0.31,43.71,8.8,1.15,1.17,0.7,,,,,BOLIVAR,Ñame
91.932,2/01/2025,ATLÁNTICO,MANATÍ,Aji,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,7.96,1.28,81.86,341.66,,,16.34,4.96,0.34,3.7,25.34,3.52,61.03,4.68,8.47,1.04,0.92,,,,,ATLANTICO,
91.933,2/01/2025,ATLÁNTICO,MANATÍ,Berenjena,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,8.12,1.22,85.67,500.0,,,18.05,5.26,0.32,3.88,27.51,3.57,61.21,4.71,8.99,1.04,0.94,,,,,ATLANTICO,
91.968,2/01/2025,LA GUAJIRA,VILLANUEVA,Maíz,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Gravedad,No indica,7.66,1.36,38.03,1.83,,,12.48,1.9,0.28,0.17,14.83,0.31,117.03,1.37,,,0.54,,,,,LA GUAJIRA,Maíz
92.01,30/01/2025,SUCRE,EL ROBLE,Aji,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,5.98,0.84,4.02,0.58,,,3.7,2.84,0.09,,6.71,0.06,25.39,,7.26,,0.03,,,,,SUCRE,
92.011,30/01/2025,BOLÍVAR,MAGANGUÉ,Aji,Por establecer,De 0 a 1 año,Pendiente leve,Buen drenaje,Goteo,SI,7.75,2.07,33.82,272.77,,,14.55,4.91,0.31,12.06,31.83,4.62,20.34,,2.75,,0.22,,,,,BOLIVAR,
92.044,4/02/2025,BOLÍVAR,SANTA CATALINA,Mango,Por establecer,De 0 a 1 año,Ligeramente ondulado,Regular drenaje,No Tiene,No indica,6.54,2.26,2.7,1.1,,,21.47,7.47,0.58,,29.63,0.14,23.71,2.43,4.27,,0.27,,,,,BOLIVAR,
92.045,4/02/2025,BOLÍVAR,SANTA CATALINA,Mango,Por establecer,De 0 a 1 año,Ligeramente ondulado,Regular drenaje,No Tiene,No indica,7.02,2.28,4.1,0.45,,,25.07,7.78,0.44,,33.4,0.13,8.55,2.16,2.55,,0.23,,,,,BOLIVAR,
92.046,4/02/2025,CÓRDOBA,TIERRALTA,Cacao,No indica,De 0 a 1 año,Pendiente leve,No indica,No Tiene,No indica,7.44,1.9,12.52,0.44,,,18.47,5.01,0.2,0.15,23.83,0.32,30.31,1.72,3.2,,0.04,,,,,CORDOBA,Cacao
92.062,27/01/2025,ATLÁNTICO,SABANALARGA,Batata,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Goteo,No indica,6.51,1.36,6.32,1.05,,,1.4,0.37,0.1,,1.93,0.07,8.57,,3.64,,0.22,,,,,ATLANTICO,
92.065,27/01/2025,CÓRDOBA,TIERRALTA,Cacao,Por establecer,De 0 a 1 año,Pendiente leve,No indica,No Indica,No indica,5.91,1.55,,0.44,,,10.72,6.26,0.27,,17.35,0.07,42.07,2.05,6.38,,0.04,,,,,CORDOBA,Cacao
92.101,23/01/2025,CESAR,PUEBLO BELLO,Mango,ESTABLECIDO,de 1 a 5 años,Plano,Regular drenaje,Aspersión,UREA 15-15-15,6.7,3.43,10.29,6.4,,,7.46,1.91,0.12,0.16,9.65,0.17,24.57,1.44,2.63,,0.31,,,,,CESAR,
92.138,27/01/2025,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,Palma de Coco,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,7.58,2.33,76.2,7.57,,,28.38,9.76,2.63,1.79,42.56,0.66,46.87,1.47,1.63,,0.46,,,,,MAGDALENA,Palma
92.153,29/04/2025,SUCRE,OVEJAS,Yuca,ESTABLECIDO,De 0 a 1 año,Pendiente fuerte,Regular drenaje,No Tiene,No indica,8.1,4.62,69.66,14.27,,,78.44,2.14,1.14,0.15,81.87,0.73,,,,,0.95,,,,,SUCRE,Yuca
92.154,29/04/2025,CÓRDOBA,MONTERÍA,Yuca,ESTABLECIDO,De 0 a 1 año,Plano,Regular drenaje,No Tiene,No indica,5.44,4.17,68.21,6.79,0.12,0.0,20.19,7.63,0.33,,28.4,0.48,107.42,4.26,21.65,5.51,0.22,,,,,CORDOBA,Yuca
92.155,29/04/2025,CÓRDOBA,MONTERÍA,Yuca,ESTABLECIDO,De 0 a 1 año,Plano,Regular drenaje,No Tiene,No indica,6.06,4.28,2.64,2.19,,,24.56,5.19,0.18,0.55,30.48,0.21,50.88,2.47,12.38,2.89,0.24,,,,,CORDOBA,Yuca
92.156,29/04/2025,CÓRDOBA,MONTERÍA,Yuca,ESTABLECIDO,De 0 a 1 año,Plano,Regular drenaje,No Tiene,No indica,5.5,4.59,2.9,2.12,,,3.79,1.72,0.11,,5.7,0.12,69.18,3.22,21.7,3.05,0.12,,,,,CORDOBA,Yuca
92.157,29/04/2025,CÓRDOBA,MONTERÍA,Yuca,ESTABLECIDO,De 0 a 1 año,Plano,Regular drenaje,No Tiene,No indica,5.53,2.91,1.9,3.75,,,18.56,11.08,0.36,,30.13,0.2,47.94,5.07,21.88,5.5,0.23,,,,,CORDOBA,Yuca
92.16,29/04/2025,ATLÁNTICO,BARANOA,Hortalizas Varias,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,Goteo,No indica,7.29,3.0,16.09,30.18,,,10.67,3.12,0.29,0.56,14.64,0.33,15.33,,,,0.31,,,,,ATLANTICO,
92.163,29/04/2025,CESAR,EL PASO,Pasto,No indica,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,5.58,0.86,6.35,4.14,,,3.38,1.08,0.15,0.14,4.75,0.1,86.42,,22.8,,0.1,,,,,CESAR,
